,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,F50,F51,F52,F53,F54,F55,F56,F57,F58,F59,F60,F61,F62,F63,F64,F65,F66,F67,Artist
126,549.2,285.4,220.8,91.5,554.6,21990.8,86.2,274.6,301.5,96.9,21958.5,296.2,926.2,963.8,1281.5,21183.1,872.3,985.4,290.8,877.7,231.5,21775.4,280.0,888.5,883.1,183.1,20870.8,1184.6,581.5,533.1,969.2,866.9,21188.5,538.5,21845.4,210.0,21333.8,721.5,953.1,1276.2,20779.2,1286.9,651.5,947.7,21107.7,931.5,980.0,527.7,263.8,1470.0,20585.4,920.8,80.8,21829.2,226.2,150.8,1082.3,21118.5,936.9,80.8,80.8,80.8,80.8,80.8,80.8,80.8,80.8,8
57,393.1,350.0,129.2,290.8,296.2,21667.7,387.7,118.5,344.6,339.2,21931.5,123.8,780.8,786.2,140.0,280.0,877.7,328.5,21726.9,382.3,134.6,274.6,263.8,193.8,21861.5,258.5,398.5,586.9,145.4,199.2,355.4,102.3,188.5,21850.8,204.6,21748.5,306.9,161.5,409.2,150.8,113.1,1572.3,21947.7,107.7,21743.1,312.3,317.7,21721.5,333.8,371.5,269.2,2358.5,19696.9,323.1,366.2,91.5,1464.6,775.4,414.6,403.8,91.5,91.5,91.5,91.5,91.5,91.5,91.5,4
119,21920.8,134.6,21134.6,920.8,150.8,21129.2,926.2,199.2,915.4,613.8,156.2,21748.5,306.9,145.4,619.2,21850.8,204.6,608.5,301.5,21786.2,269.2,118.5,312.3,140.0,931.5,274.6,21780.8,910.0,624.6,296.2,290.8,129.2,21893.8,161.5,226.2,258.5,21425.4,630.0,21845.4,210.0,21802.3,253.1,285.4,220.8,21834.6,123.8,107.7,333.8,893.8,263.8,21888.5,166.9,899.2,242.3,183.1,21818.5,236.9,597.7,635.4,866.9,21974.6,80.8,80.8,80.8,80.8,80.8,80.8,7
28,829.2,834.6,312.3,414.6,21640.8,317.7,468.5,463.1,420.0,156.2,21899.2,818.5,3128.5,21231.5,823.8,619.2,20816.9,1238.5,630.0,20811.5,1243.8,409.2,21646.2,210.0,21215.4,840.0,323.1,2810.8,21850.8,204.6,2213.1,301.5,21210.0,845.4,1674.6,624.6,850.8,2805.4,19250.0,1653.1,403.8,21651.5,150.8,1658.5,339.2,21716.2,306.9,21748.5,21441.5,613.8,21893.8,161.5,2180.8,21576.2,479.2,21581.5,473.8,775.4,21280.0,20391.5,1663.8,166.9,457.7,2089.2,20822.3,1233.1,425.4,2
85,1001.5,21053.8,21037.7,1017.7,21000.0,1055.4,20956.9,1098.5,1093.1,963.8,21091.5,21005.4,1050.0,1066.2,1071.5,1039.2,21016.2,1087.7,1012.3,1082.3,958.5,985.4,21102.3,953.1,86.2,1437.7,1464.6,1443.1,990.8,1426.9,20633.8,1421.5,1529.2,1060.8,21075.4,980.0,21032.3,1023.1,1486.2,20569.2,1518.5,20542.3,1513.1,1620.8,1459.2,20596.2,1028.5,1432.3,21086.2,969.2,21576.2,479.2,21059.2,996.2,1103.8,20757.7,1297.7,1416.2,1502.3,516.9,484.6,21570.8,20946.2,1109.2,1572.3,20644.6,1410.8,5
19,21910.0,145.4,21915.4,140.0,21764.6,290.8,21904.6,150.8,301.5,21775.4,280.0,134.6,285.4,21759.2,296.2,21613.8,441.5,586.9,592.3,436.2,21619.2,306.9,457.7,258.5,123.8,414.6,425.4,21608.5,446.9,1173.8,253.1,21802.3,156.2,409.2,3548.5,18506.9,312.3,581.5,21807.7,247.7,20886.9,1168.5,430.8,21893.8,161.5,274.6,2062.3,19993.1,263.8,19987.7,2067.7,21926.2,129.2,3553.8,877.7,398.5,420.0,2056.9,3500.0,18555.4,403.8,1179.2,21673.1,382.3,3559.2,20003.8,2051.5,2
63,651.5,656.9,21753.8,301.5,21726.9,328.5,323.1,296.2,21748.5,306.9,317.7,21737.7,646.2,21764.6,290.8,333.8,21721.5,21393.1,662.3,980.0,985.4,1308.5,312.3,21382.3,673.1,1313.8,586.9,630.0,1303.1,619.2,21080.8,974.6,592.3,21463.1,990.8,285.4,1324.6,635.4,21420.0,624.6,21430.8,1491.5,1319.2,597.7,20558.5,1496.9,21705.4,350.0,274.6,1502.3,21371.5,683.8,603.1,21452.3,640.8,2616.9,344.6,667.7,1001.5,20542.3,1513.1,678.5,1631.5,689.2,1518.5,20536.9,1486.2,4
111,21920.8,134.6,21134.6,920.8,150.8,21129.2,926.2,199.2,915.4,613.8,156.2,21748.5,306.9,145.4,619.2,21850.8,204.6,608.5,301.5,21786.2,269.2,118.5,312.3,140.0,931.5,274.6,21780.8,910.0,624.6,296.2,290.8,129.2,21893.8,161.5,226.2,258.5,21425.4,630.0,21845.4,210.0,21802.3,253.1,285.4,220.8,21834.6,123.8,107.7,333.8,893.8,263.8,21888.5,166.9,899.2,242.3,183.1,21818.5,236.9,597.7,635.4,866.9,21974.6,80.8,80.8,80.8,80.8,80.8,80.8,7
127,549.2,285.4,220.8,91.5,554.6,21990.8,86.2,274.6,301.5,96.9,21958.5,296.2,926.2,963.8,1281.5,21183.1,872.3,985.4,290.8,877.7,231.5,21775.4,280.0,888.5,883.1,183.1,20870.8,1184.6,581.5,533.1,969.2,866.9,21188.5,538.5,21845.4,210.0,21333.8,721.5,953.1,1276.2,20779.2,1286.9,651.5,947.7,21107.7,931.5,980.0,527.7,263.8,1470.0,20585.4,920.8,80.8,21829.2,226.2,150.8,1082.3,21118.5,936.9,80.8,80.8,80.8,80.8,80.8,80.8,80.8,80.8,8
143,166.9,21888.5,172.3,161.5,506.2,21543.8,511.5,21554.6,500.8,91.5,21716.2,339.2,177.7,21877.7,21969.2,86.2,543.8,678.5,21376.9,549.2,333.8,183.1,21382.3,673.1,21533.1,522.3,700.0,495.4,21565.4,490.0,21538.5,516.9,538.5,21866.9,188.5,533.1,21522.3,21333.8,721.5,554.6,710.8,156.2,705.4,683.8,21371.5,360.8,21328.5,726.9,1680.0,694.6,150.8,328.5,1674.6,716.2,732.3,355.4,21495.4,560.0,366.2,350.0,21705.4,656.9,21398.5,667.7,80.8,193.8,96.9,8
137,619.2,280.0,21775.4,145.4,231.5,296.2,3704.6,285.4,2186.2,80.8,274.6,21920.8,134.6,301.5,21753.8,21689.2,366.2,140.0,21915.4,269.2,21786.2,425.4,150.8,86.2,258.5,420.0,306.9,3570.0,18485.4,2180.8,21931.5,123.8,371.5,630.0,414.6,2062.3,19993.1,441.5,20816.9,1238.5,2196.9,19858.5,21710.8,344.6,931.5,21123.8,1416.2,3720.8,18334.6,21624.6,430.8,2116.2,2191.5,317.7,21764.6,290.8,312.3,457.7,21597.7,156.2,21899.2,20203.1,1852.3,7425.4,2083.8,21818.5,236.9,8
117,21969.2,86.2,161.5,177.7,166.9,183.1,172.3,522.3,21700.0,355.4,350.0,360.8,527.7,91.5,21716.2,339.2,323.1,156.2,484.6,500.8,21689.2,366.2,328.5,21726.9,188.5,21721.5,333.8,479.2,490.0,21565.4,473.8,344.6,21958.5,96.9,21920.8,134.6,533.1,371.5,317.7,21737.7,495.4,21560.0,393.1,150.8,21904.6,140.0,516.9,21538.5,543.8,21996.2,22001.5,538.5,511.5,21543.8,102.3,21985.4,20133.1,1922.3,145.4,468.5,716.2,21791.5,263.8,20149.2,1906.2,80.8,80.8,7
4,199.2,21861.5,193.8,21662.3,393.1,129.2,188.5,210.0,387.7,215.4,21840.0,134.6,786.2,414.6,183.1,398.5,403.8,21651.5,258.5,780.8,592.3,263.8,21791.5,21915.4,140.0,21468.5,586.9,220.8,204.6,21985.4,166.9,409.2,430.8,161.5,21635.4,420.0,231.5,613.8,156.2,468.5,21430.8,624.6,21705.4,350.0,96.9,21980.0,581.5,382.3,236.9,619.2,21436.2,21710.8,344.6,177.7,603.1,355.4,226.2,323.1,436.2,96.9,96.9,96.9,96.9,96.9,96.9,96.9,96.9,1
49,1157.7,21360.8,694.6,926.2,21823.8,231.5,20892.3,1163.1,21123.8,931.5,463.1,3710.0,18571.5,3483.8,3699.2,3720.8,3715.4,3473.1,18582.3,1152.3,18350.8,3704.6,689.2,3489.2,3478.5,18576.9,172.3,21883.1,20886.9,1168.5,1141.5,21355.4,700.0,18587.7,3467.7,1389.2,1114.6,236.9,3731.5,468.5,936.9,920.8,1136.2,3246.9,18808.5,1394.6,18555.4,3500.0,21344.6,710.8,457.7,226.2,21829.2,3693.8,18361.5,3440.8,220.8,915.4,3736.9,20881.5,1173.8,1400.0,705.4,473.8,3446.2,1405.4,3451.5,3
101,247.7,253.1,506.2,500.8,21554.6,236.9,242.3,199.2,495.4,484.6,19540.8,2514.6,210.0,511.5,204.6,19546.2,2509.2,516.9,21786.2,269.2,21829.2,226.2,2520.0,193.8,3010.0,1760.8,21301.5,753.8,20300.0,1755.4,1028.5,2024.6,1997.7,1507.7,737.7,258.5,3031.5,490.0,3020.8,21522.3,533.1,770.0,1766.2,21306.9,748.5,759.2,21312.3,743.1,220.8,1006.9,21048.5,2482.3,19573.1,19982.3,2073.1,19551.5,2503.8,1491.5,2498.5,732.3,188.5,21866.9,2460.8,2013.8,527.7,188.5,188.5,6
69,21694.6,360.8,366.2,177.7,183.1,21883.1,172.3,554.6,560.0,549.2,371.5,107.7,129.2,21700.0,355.4,21958.5,96.9,21490.0,565.4,91.5,145.4,350.0,21705.4,188.5,166.9,21888.5,543.8,21511.5,150.8,258.5,312.3,570.8,21586.9,468.5,21920.8,134.6,21893.8,161.5,21915.4,140.0,1098.5,393.1,20951.5,1103.8,576.2,21479.2,21753.8,301.5,1071.5,20946.2,1109.2,387.7,21710.8,344.6,21786.2,269.2,1076.9,226.2,296.2,253.1,21802.3,1093.1,786.2,21764.6,290.8,113.1,306.9,4
43,21856.2,199.2,393.1,398.5,21656.9,193.8,21861.5,403.8,188.5,866.9,1093.1,20962.3,850.8,20876.2,1179.2,1098.5,20956.9,1405.4,20650.0,2756.9,1087.7,619.2,21436.2,21484.6,570.8,1949.2,861.5,20483.1,1572.3,1954.6,845.4,20655.4,1400.0,980.0,613.8,1190.0,20865.4,1173.8,576.2,2746.2,19309.2,387.7,21667.7,2552.3,231.5,2579.2,21080.8,974.6,856.2,1943.8,20111.5,468.5,21586.9,624.6,1550.8,1960.0,20951.5,1103.8,204.6,21850.8,1933.1,1157.7,20897.7,1410.8,371.5,1938.5,20116.9,3
114,258.5,193.8,21667.7,387.7,21802.3,253.1,96.9,382.3,269.2,376.9,22006.9,263.8,102.3,737.7,21872.3,183.1,393.1,21662.3,107.7,21947.7,188.5,21990.8,177.7,21877.7,21656.9,398.5,21780.8,274.6,743.1,21996.2,371.5,204.6,22012.3,360.8,226.2,247.7,86.2,236.9,91.5,21963.8,581.5,355.4,220.8,21834.6,21775.4,280.0,285.4,231.5,22017.7,290.8,586.9,21468.5,199.2,21974.6,80.8,172.3,21942.3,113.1,150.8,21306.9,748.5,296.2,21759.2,80.8,80.8,80.8,80.8,7
86,231.5,21818.5,236.9,220.8,226.2,21947.7,107.7,113.1,21813.1,242.3,21980.0,123.8,21899.2,156.2,215.4,446.9,150.8,118.5,96.9,21915.4,140.0,21974.6,80.8,161.5,468.5,21845.4,210.0,102.3,473.8,21581.5,177.7,21877.7,21603.1,452.3,441.5,479.2,21576.2,91.5,134.6,21920.8,172.3,204.6,21926.2,129.2,193.8,21861.5,457.7,710.8,22006.9,145.4,430.8,705.4,904.6,21150.8,199.2,188.5,899.2,947.7,183.1,21371.5,683.8,3074.6,21786.2,269.2,80.8,80.8,80.8,5
89,21796.9,258.5,253.1,269.2,21786.2,274.6,247.7,21770.0,285.4,21813.1,242.3,522.3,21506.2,549.2,236.9,1028.5,543.8,290.8,382.3,554.6,166.9,21888.5,1033.8,280.0,511.5,21759.2,296.2,177.7,21877.7,516.9,21236.9,818.5,1039.2,21016.2,183.1,969.2,974.6,21080.8,651.5,20666.2,1389.2,387.7,21226.2,829.2,446.9,21608.5,527.7,376.9,21969.2,86.2,231.5,172.3,560.0,678.5,21376.9,1383.8,506.2,204.6,1394.6,20660.8,705.4,1750.0,1023.1,700.0,80.8,350.0,1044.6,5
15,446.9,107.7,441.5,113.1,452.3,220.8,226.2,166.9,290.8,1787.7,1782.3,1776.9,1771.5,436.2,328.5,21759.2,296.2,161.5,274.6,1793.1,21990.8,280.0,21775.4,662.3,554.6,21500.8,21845.4,210.0,123.8,21931.5,21969.2,86.2,1766.2,118.5,457.7,21597.7,834.6,3979.2,134.6,667.7,21387.7,3984.6,19411.5,2643.8,140.0,21624.6,430.8,145.4,21910.0,18038.5,4016.9,21495.4,560.0,21398.5,656.9,1760.8,204.6,188.5,21866.9,193.8,2649.2,19406.2,18296.9,3758.5,3763.8,86.2,86.2,1
132,21861.5,193.8,21673.1,382.3,96.9,21678.5,376.9,414.6,188.5,199.2,420.0,21656.9,398.5,290.8,425.4,21630.0,371.5,21683.8,19686.2,2369.2,393.1,737.7,409.2,2277.7,3596.9,18458.5,2272.3,19783.1,2363.8,204.6,183.1,102.3,19696.9,2358.5,3532.3,296.2,3150.0,947.7,91.5,21963.8,387.7,21667.7,748.5,743.1,21312.3,3144.6,18910.8,3591.5,18463.8,215.4,1970.8,3543.1,2105.4,19950.0,2643.8,3155.4,19793.8,2261.5,953.1,21102.3,247.7,2078.5,430.8,19923.1,2132.3,3526.9,91.5,8
125,21969.2,86.2,161.5,177.7,166.9,183.1,172.3,522.3,21700.0,355.4,350.0,360.8,527.7,91.5,21716.2,339.2,323.1,156.2,484.6,500.8,21689.2,366.2,328.5,21726.9,188.5,21721.5,333.8,479.2,490.0,21565.4,473.8,344.6,21958.5,96.9,21920.8,134.6,533.1,371.5,317.7,21737.7,495.4,21560.0,393.1,150.8,21904.6,140.0,516.9,21538.5,543.8,21996.2,22001.5,538.5,511.5,21543.8,102.3,21985.4,20133.1,1922.3,145.4,468.5,716.2,21791.5,263.8,20149.2,1906.2,80.8,80.8,7
5,705.4,700.0,21705.4,350.0,183.1,1050.0,694.6,91.5,710.8,1055.4,21339.2,716.2,188.5,21866.9,1044.6,355.4,689.2,20994.6,1060.8,1039.2,721.5,21333.8,21958.5,96.9,1066.2,683.8,231.5,344.6,1033.8,1028.5,1087.7,1076.9,21376.9,678.5,726.9,20973.1,1082.3,376.9,366.2,667.7,21387.7,102.3,21953.1,21312.3,743.1,140.0,193.8,737.7,21721.5,333.8,1071.5,21323.1,732.3,21382.3,673.1,21694.6,360.8,1098.5,21877.7,177.7,21780.8,274.6,21716.2,339.2,1093.1,20962.3,21403.8,1
66,21516.9,538.5,533.1,21533.1,522.3,166.9,21883.1,172.3,21511.5,543.8,716.2,344.6,700.0,355.4,683.8,721.5,705.4,183.1,506.2,21549.2,21376.9,678.5,673.1,21877.7,177.7,726.9,689.2,549.2,667.7,20790.0,1265.4,360.8,339.2,1227.7,20827.7,1260.0,694.6,1243.8,1270.8,20838.5,1216.9,516.9,21538.5,511.5,21344.6,710.8,20816.9,1238.5,20870.8,1184.6,527.7,1190.0,366.2,161.5,1050.0,500.8,328.5,662.3,20876.2,1179.2,20800.8,1254.6,737.7,1028.5,1281.5,21183.1,161.5,4
31,21829.2,226.2,231.5,96.9,915.4,468.5,21586.9,463.1,452.3,683.8,910.0,931.5,21123.8,689.2,457.7,21597.7,102.3,904.6,91.5,21963.8,1141.5,220.8,21834.6,883.1,21840.0,215.4,678.5,893.8,21393.1,662.3,21188.5,866.9,673.1,21382.3,920.8,21134.6,667.7,21387.7,21608.5,446.9,877.7,20919.2,1136.2,21118.5,936.9,20935.4,1120.0,1400.0,306.9,21748.5,1146.9,20908.5,107.7,236.9,1103.8,1868.5,473.8,20886.9,1168.5,21183.1,872.3,780.8,210.0,899.2,21156.2,1087.7,436.2,2
8,393.1,387.7,263.8,129.2,193.8,258.5,21656.9,398.5,134.6,382.3,21673.1,403.8,204.6,21850.8,786.2,21269.2,183.1,21872.3,188.5,21818.5,236.9,409.2,1179.2,1572.3,20483.1,21883.1,172.3,220.8,215.4,915.4,21888.5,166.9,468.5,21678.5,376.9,430.8,21624.6,446.9,21565.4,490.0,473.8,484.6,452.3,21603.1,980.0,21694.6,360.8,479.2,780.8,21560.0,495.4,21592.3,463.1,511.5,366.2,1044.6,21010.8,425.4,21630.0,1308.5,20746.9,21770.0,285.4,140.0,231.5,21823.8,592.3,1
68,387.7,118.5,398.5,382.3,393.1,113.1,199.2,96.9,193.8,91.5,21963.8,129.2,586.9,21468.5,188.5,328.5,156.2,409.2,581.5,21473.8,107.7,123.8,376.9,619.2,86.2,280.0,226.2,236.9,21689.2,366.2,21630.0,425.4,21721.5,333.8,242.3,21813.1,468.5,285.4,430.8,21840.0,215.4,323.1,231.5,21872.3,183.1,172.3,21883.1,134.6,21640.8,414.6,301.5,473.8,161.5,21893.8,204.6,371.5,102.3,355.4,21700.0,403.8,247.7,21807.7,360.8,936.9,21118.5,86.2,86.2,4
110,166.9,150.8,172.3,21899.2,156.2,183.1,161.5,21980.0,21877.7,177.7,113.1,86.2,333.8,21721.5,199.2,129.2,91.5,134.6,21920.8,21936.9,118.5,123.8,188.5,21866.9,339.2,96.9,306.9,80.8,215.4,193.8,21990.8,226.2,446.9,204.6,145.4,500.8,506.2,220.8,210.0,21845.4,452.3,328.5,280.0,21737.7,317.7,236.9,21953.1,102.3,253.1,21802.3,21823.8,231.5,344.6,290.8,21560.0,495.4,21732.3,323.1,21371.5,683.8,285.4,21376.9,678.5,107.7,80.8,80.8,80.8,7
26,21656.9,398.5,393.1,403.8,409.2,21646.2,21667.7,387.7,204.6,21850.8,199.2,1599.2,1200.8,20057.7,1997.7,193.8,802.3,796.9,355.4,344.6,2003.1,1195.4,20461.5,1593.8,382.3,21673.1,1798.5,183.1,21872.3,414.6,21452.3,603.1,177.7,376.9,1793.1,20262.3,360.8,2019.2,20036.2,1992.3,350.0,20445.4,1610.0,2196.9,21624.6,430.8,366.2,20073.8,1981.5,215.4,597.7,21457.7,188.5,172.3,1986.9,339.2,420.0,1211.5,210.0,1809.2,20246.2,2024.6,328.5,1787.7,2008.5,20046.9,20450.8,2
77,1001.5,21053.8,21037.7,1017.7,21000.0,1055.4,20956.9,1098.5,1093.1,963.8,21091.5,21005.4,1050.0,1066.2,1071.5,1039.2,21016.2,1087.7,1012.3,1082.3,958.5,985.4,21102.3,953.1,86.2,1437.7,1464.6,1443.1,990.8,1426.9,20633.8,1421.5,1529.2,1060.8,21075.4,980.0,21032.3,1023.1,1486.2,20569.2,1518.5,20542.3,1513.1,1620.8,1459.2,20596.2,1028.5,1432.3,21086.2,969.2,21576.2,479.2,21059.2,996.2,1103.8,20757.7,1297.7,1416.2,1502.3,516.9,484.6,21570.8,20946.2,1109.2,1572.3,20644.6,1410.8,5
75,791.5,796.9,21985.4,21980.0,20865.4,1190.0,80.8,1195.4,20860.0,780.8,102.3,1588.5,1179.2,20870.8,1184.6,18081.5,3973.8,21947.7,107.7,96.9,21958.5,86.2,3968.5,18086.9,398.5,21656.9,1583.1,21247.7,807.7,21996.2,775.4,786.2,802.3,18130.0,3925.4,3575.4,123.8,91.5,21942.3,113.1,18124.6,3930.8,21861.5,193.8,22006.9,18119.2,3936.2,3580.8,393.1,21662.3,18135.4,3920.0,20488.5,1566.9,21667.7,387.7,3957.7,118.5,1173.8,759.2,2778.5,19276.9,3941.5,3570.0,1593.8,20461.5,3559.2,5
1,247.7,253.1,242.3,258.5,22006.9,236.9,263.8,21829.2,226.2,495.4,231.5,21834.6,220.8,21554.6,500.8,21845.4,210.0,21549.2,506.2,280.0,285.4,21770.0,166.9,21888.5,193.8,21985.4,22017.7,274.6,21780.8,290.8,21764.6,269.2,80.8,21726.9,328.5,107.7,21947.7,118.5,204.6,21850.8,490.0,473.8,511.5,123.8,21931.5,484.6,21840.0,215.4,199.2,21872.3,183.1,96.9,21958.5,134.6,22023.1,22028.5,22039.2,296.2,21759.2,312.3,21743.1,463.1,301.5,21753.8,80.8,80.8,80.8,1
25,161.5,231.5,156.2,107.7,102.3,242.3,21813.1,113.1,96.9,21958.5,479.2,21102.3,953.1,247.7,430.8,947.7,21107.7,226.2,215.4,21840.0,118.5,21936.9,21355.4,700.0,436.2,21619.2,220.8,21796.9,258.5,172.3,473.8,21888.5,166.9,21570.8,484.6,21565.4,490.0,21802.3,253.1,710.8,463.1,21592.3,21748.5,306.9,263.8,1184.6,500.8,21554.6,446.9,21608.5,468.5,193.8,452.3,21603.1,21360.8,694.6,21877.7,177.7,21974.6,80.8,210.0,312.3,1766.2,457.7,290.8,134.6,506.2,2
62,236.9,231.5,468.5,226.2,21813.1,242.3,463.1,21123.8,931.5,619.2,21436.2,624.6,21581.5,473.8,936.9,247.7,220.8,21355.4,700.0,457.7,694.6,613.8,393.1,21856.2,199.2,780.8,193.8,21861.5,479.2,312.3,253.1,280.0,21775.4,947.7,296.2,21759.2,1636.9,21113.1,942.3,1631.5,20423.8,484.6,21613.8,441.5,21764.6,290.8,430.8,21624.6,21603.1,452.3,490.0,21565.4,21840.0,215.4,258.5,21796.9,1626.2,20429.2,285.4,306.9,188.5,436.2,689.2,2557.7,705.4,156.2,425.4,4
80,527.7,533.1,770.0,796.9,764.6,21290.8,20989.2,1066.2,21296.2,759.2,263.8,21280.0,775.4,269.2,802.3,780.8,1060.8,21538.5,516.9,753.8,21802.3,253.1,21549.2,506.2,522.3,258.5,21796.9,538.5,80.8,786.2,1071.5,102.3,1076.9,20978.5,1033.8,21947.7,107.7,748.5,2886.2,19169.2,1050.0,21000.0,1055.4,96.9,86.2,21990.8,807.7,511.5,500.8,3699.2,549.2,3666.9,21032.3,1023.1,554.6,247.7,113.1,3742.3,19158.5,2896.9,2880.8,436.2,80.8,80.8,80.8,80.8,80.8,5
142,80.8,484.6,479.2,490.0,166.9,21888.5,86.2,21969.2,473.8,21581.5,323.1,96.9,21560.0,495.4,441.5,500.8,21554.6,21726.9,328.5,21942.3,113.1,21420.0,635.4,317.7,21866.9,188.5,21840.0,215.4,640.8,21910.0,145.4,220.8,581.5,312.3,21743.1,646.2,150.8,161.5,21893.8,21963.8,91.5,156.2,177.7,21877.7,1432.3,506.2,21549.2,586.9,339.2,22012.3,21813.1,242.3,21996.2,22001.5,457.7,414.6,21640.8,102.3,436.2,21619.2,21543.8,511.5,1426.9,301.5,183.1,603.1,366.2,8
79,382.3,376.9,387.7,393.1,683.8,371.5,355.4,366.2,360.8,694.6,1965.4,1954.6,1976.2,1970.8,710.8,1960.0,226.2,22001.5,21656.9,398.5,21990.8,21350.0,705.4,20127.7,1927.7,20111.5,1943.8,21823.8,231.5,1933.1,1938.5,1949.2,651.5,242.3,21813.1,1981.5,20073.8,20133.1,1922.3,247.7,21807.7,20644.6,1410.8,20052.3,2003.1,414.6,18183.8,3871.5,2008.5,20881.5,1173.8,21834.6,220.8,236.9,21818.5,20057.7,1997.7,301.5,344.6,700.0,420.0,21635.4,350.0,3893.1,18162.3,3887.7,463.1,5
109,177.7,21877.7,183.1,172.3,123.8,21931.5,129.2,21926.2,188.5,118.5,166.9,161.5,21980.0,21969.2,86.2,21904.6,150.8,80.8,140.0,21899.2,156.2,134.6,193.8,145.4,113.1,215.4,21985.4,21834.6,220.8,226.2,425.4,21845.4,210.0,231.5,21856.2,199.2,21759.2,296.2,3726.2,18329.2,21753.8,301.5,2024.6,430.8,91.5,21963.8,21990.8,21802.3,253.1,328.5,21726.9,17995.4,4060.0,274.6,258.5,344.6,2703.1,549.2,360.8,3715.4,21770.0,285.4,1351.5,20703.8,21689.2,366.2,312.3,7
106,215.4,226.2,188.5,21866.9,231.5,193.8,204.6,936.9,21118.5,3462.3,18593.1,554.6,468.5,210.0,3650.8,220.8,3704.6,183.1,21872.3,683.8,21312.3,743.1,3623.8,667.7,21387.7,199.2,3876.9,3640.0,18415.4,3817.7,3483.8,21123.8,931.5,446.9,463.1,3677.7,18377.7,586.9,3591.5,398.5,3758.5,457.7,942.3,3618.5,18436.9,3613.1,430.8,3564.6,3742.3,3543.1,3456.9,473.8,21581.5,737.7,1335.4,3785.4,18270.0,3790.8,393.1,21662.3,560.0,3548.5,18506.9,673.1,183.1,183.1,183.1,6
138,748.5,21306.9,21312.3,743.1,737.7,753.8,21236.9,818.5,613.8,506.2,21549.2,511.5,732.3,21323.1,603.1,193.8,21446.9,608.5,500.8,183.1,166.9,716.2,21850.8,204.6,759.2,21296.2,409.2,516.9,21893.8,161.5,619.2,495.4,360.8,813.1,21274.6,780.8,21285.4,770.0,21651.5,403.8,807.7,21247.7,829.2,199.2,398.5,21656.9,802.3,721.5,710.8,156.2,700.0,452.3,21603.1,21673.1,382.3,21592.3,463.1,791.5,624.6,188.5,21866.9,21258.5,796.9,490.0,522.3,527.7,1631.5,8
